status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
no checking account,48.0,delay in paying off in the past,domestic appliances,12749.0,,,4.0,male : single,none,1.0,car or other,37.0,none,own,1.0,management/self-employed/highly qualified employee/officer,1.0,yes,yes,1
... < 100 DM,9.0,existing credits paid back duly till now,domestic appliances,1366.0,... < 100 DM,... < 1 year,3.0,,none,4.0,building society savings agreement/life insurance,22.0,none,rent,,skilled employee/official,1.0,no,yes,0
0 <= ... < 200 DM,12.0,,car (new),,... < 100 DM,,3.0,male : single,none,4.0,building society savings agreement/life insurance,30.0,none,rent,1.0,skilled employee/official,,yes,yes,1
... < 100 DM,24.0,all credits at this bank paid back duly,,6872.0,... < 100 DM,... < 1 year,2.0,male : divorced/separated,,1.0,building society savings agreement/life insurance,55.0,bank,own,1.0,,1.0,yes,,0
... < 100 DM,12.0,all credits at this bank paid back duly,,697.0,... < 100 DM,,4.0,male : single,,2.0,car or other,46.0,bank,own,2.0,skilled employee/official,1.0,yes,yes,0
... < 100 DM,18.0,critical account/other credits existing,,1049.0,... < 100 DM,... < 1 year,,female : divorced/separated/married,none,,building society savings agreement/life insurance,21.0,none,rent,1.0,skilled employee/official,1.0,no,yes,1
... < 100 DM,48.0,existing credits paid back duly till now,car (used),10297.0,... < 100 DM,4 <= ... < 7 years,4.0,,none,4.0,,39.0,stores,for free,3.0,skilled employee/official,,,yes,0
no checking account,30.0,existing credits paid back duly till now,,1867.0,unknown/no savings account,,4.0,,none,4.0,car or other,58.0,none,,1.0,skilled employee/official,1.0,yes,yes,1
... < 100 DM,12.0,delay in paying off in the past,car (new),1344.0,... < 100 DM,1 <= ... < 4 years,4.0,male : single,none,2.0,real estate,43.0,none,own,2.0,unskilled - resident,2.0,no,yes,1
... < 100 DM,24.0,existing credits paid back duly till now,radio/television,1747.0,... < 100 DM,,4.0,male : single,co-applicant,1.0,,24.0,none,own,1.0,unskilled - resident,1.0,no,no,1
0 <= ... < 200 DM,9.0,existing credits paid back duly till now,domestic appliances,1670.0,... < 100 DM,... < 1 year,4.0,female : divorced/separated/married,,2.0,car or other,22.0,none,own,1.0,skilled employee/official,1.0,yes,yes,0
no checking account,9.0,critical account/other credits existing,,1224.0,... < 100 DM,,3.0,male : single,,1.0,real estate,30.0,none,,2.0,skilled employee/official,1.0,,,1
no checking account,12.0,critical account/other credits existing,domestic appliances,522.0,500 <= ... < 1000 DM,... >= 7 years,4.0,,none,,building society savings agreement/life insurance,42.0,,own,,skilled employee/official,2.0,yes,yes,1
... < 100 DM,12.0,existing credits paid back duly till now,domestic appliances,1498.0,... < 100 DM,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.0,,23.0,bank,own,1.0,skilled employee/official,1.0,no,yes,1
0 <= ... < 200 DM,30.0,delay in paying off in the past,domestic appliances,1919.0,100 <= ... < 500 DM,... < 1 year,,male : single,,,unknown/no property,30.0,stores,own,2.0,management/self-employed/highly qualified employee/officer,,no,yes,0
... >= 200 DM / salary for at least 1 year,9.0,existing credits paid back duly till now,domestic appliances,745.0,... < 100 DM,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,2.0,real estate,,none,own,1.0,,1.0,no,,0
0 <= ... < 200 DM,6.0,existing credits paid back duly till now,,2063.0,... < 100 DM,... < 1 year,,male : married/widowed,none,,car or other,30.0,none,rent,1.0,management/self-employed/highly qualified employee/officer,,yes,yes,1
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,retraining,6288.0,,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown/no property,42.0,none,for free,1.0,skilled employee/official,1.0,no,yes,0
no checking account,24.0,,car (used),,unknown/no savings account,1 <= ... < 4 years,2.0,male : single,none,4.0,building society savings agreement/life insurance,46.0,none,,2.0,management/self-employed/highly qualified employee/officer,2.0,yes,yes,1
no checking account,12.0,existing credits paid back duly till now,car (new),3527.0,unknown/no savings account,... < 1 year,2.0,male : single,none,3.0,building society savings agreement/life insurance,45.0,none,own,1.0,management/self-employed/highly qualified employee/officer,2.0,yes,yes,1
no checking account,10.0,existing credits paid back duly till now,car (new),,... < 100 DM,1 <= ... < 4 years,3.0,male : single,none,2.0,,31.0,none,own,1.0,unskilled - resident,2.0,no,no,1
no checking account,24.0,existing credits paid back duly till now,radio/television,929.0,unknown/no savings account,4 <= ... < 7 years,4.0,male : single,,2.0,car or other,31.0,stores,own,1.0,skilled employee/official,1.0,yes,yes,1
no checking account,4.0,critical account/other credits existing,car (new),1455.0,... < 100 DM,4 <= ... < 7 years,2.0,male : single,,1.0,real estate,42.0,none,own,3.0,unskilled - resident,2.0,no,yes,1
... < 100 DM,15.0,existing credits paid back duly till now,radio/television,1845.0,... < 100 DM,... < 1 year,4.0,female : divorced/separated/married,guarantor,1.0,building society savings agreement/life insurance,,none,,1.0,skilled employee/official,1.0,no,yes,1
0 <= ... < 200 DM,48.0,no credits taken/all credits paid back duly,car (new),8358.0,500 <= ... < 1000 DM,... < 1 year,1.0,female : divorced/separated/married,none,1.0,car or other,,,own,2.0,skilled employee/official,1.0,,,1
... < 100 DM,24.0,all credits at this bank paid back duly,radio/television,3349.0,500 <= ... < 1000 DM,... < 1 year,4.0,male : single,none,,unknown/no property,30.0,none,,1.0,skilled employee/official,2.0,yes,yes,0
no checking account,12.0,existing credits paid back duly till now,car (new),2859.0,unknown/no savings account,unemployed,4.0,male : single,none,4.0,,38.0,none,,1.0,,,yes,yes,1
no checking account,18.0,existing credits paid back duly till now,radio/television,1533.0,... < 100 DM,... < 1 year,4.0,male : married/widowed,co-applicant,1.0,building society savings agreement/life insurance,43.0,none,own,1.0,unskilled - resident,2.0,no,yes,0
no checking account,24.0,existing credits paid back duly till now,domestic appliances,3621.0,,... >= 7 years,,male : single,none,4.0,,31.0,none,own,2.0,skilled employee/official,1.0,no,yes,0
0 <= ... < 200 DM,18.0,critical account/other credits existing,others,3590.0,... < 100 DM,unemployed,3.0,male : married/widowed,none,3.0,car or other,40.0,none,own,3.0,unemployed/unskilled - non-resident,,yes,yes,1
... < 100 DM,36.0,delay in paying off in the past,others,2145.0,... < 100 DM,4 <= ... < 7 years,2.0,,none,1.0,car or other,24.0,none,own,,,1.0,yes,yes,0
0 <= ... < 200 DM,24.0,existing credits paid back duly till now,car (used),4113.0,500 <= ... < 1000 DM,,3.0,female : divorced/separated/married,none,4.0,,28.0,none,rent,1.0,skilled employee/official,1.0,no,yes,0
no checking account,36.0,existing credits paid back duly till now,radio/television,10974.0,... < 100 DM,unemployed,4.0,,none,2.0,,,none,own,2.0,management/self-employed/highly qualified employee/officer,1.0,,yes,0
... < 100 DM,12.0,existing credits paid back duly till now,car (new),1893.0,... < 100 DM,1 <= ... < 4 years,4.0,female : divorced/separated/married,,4.0,building society savings agreement/life insurance,29.0,,own,1.0,skilled employee/official,1.0,yes,yes,1
... < 100 DM,24.0,critical account/other credits existing,domestic appliances,1231.0,,... >= 7 years,4.0,female : divorced/separated/married,none,4.0,building society savings agreement/life insurance,57.0,none,rent,2.0,management/self-employed/highly qualified employee/officer,1.0,yes,yes,1
... >= 200 DM / salary for at least 1 year,,critical account/other credits existing,domestic appliances,3656.0,unknown/no savings account,... >= 7 years,4.0,male : single,none,4.0,building society savings agreement/life insurance,49.0,stores,own,2.0,unskilled - resident,1.0,no,yes,1
0 <= ... < 200 DM,9.0,critical account/other credits existing,domestic appliances,,,... >= 7 years,2.0,male : single,none,4.0,real estate,37.0,none,own,3.0,unskilled - resident,1.0,no,yes,1
... < 100 DM,28.0,existing credits paid back duly till now,car (new),,... < 100 DM,1 <= ... < 4 years,3.0,male : single,none,2.0,car or other,45.0,none,own,,unskilled - resident,1.0,no,yes,0
0 <= ... < 200 DM,24.0,existing credits paid back duly till now,radio/television,3069.0,100 <= ... < 500 DM,... >= 7 years,4.0,male : single,,4.0,unknown/no property,30.0,,for free,,skilled employee/official,1.0,no,yes,1
no checking account,6.0,,domestic appliances,1740.0,... < 100 DM,,2.0,,none,2.0,real estate,30.0,none,rent,2.0,,1.0,no,yes,1
0 <= ... < 200 DM,21.0,,car (new),2353.0,... < 100 DM,1 <= ... < 4 years,1.0,male : divorced/separated,,4.0,building society savings agreement/life insurance,,none,own,2.0,,1.0,no,yes,1
no checking account,15.0,existing credits paid back duly till now,car (new),,unknown/no savings account,1 <= ... < 4 years,,male : single,none,2.0,unknown/no property,29.0,none,own,,skilled employee/official,1.0,no,,1
no checking account,24.0,existing credits paid back duly till now,domestic appliances,2397.0,500 <= ... < 1000 DM,... >= 7 years,3.0,male : single,none,2.0,car or other,35.0,,own,2.0,skilled employee/official,1.0,yes,yes,0
0 <= ... < 200 DM,6.0,existing credits paid back duly till now,,454.0,... < 100 DM,... < 1 year,3.0,male : married/widowed,none,1.0,building society savings agreement/life insurance,,none,own,1.0,unskilled - resident,1.0,,yes,1
0 <= ... < 200 DM,30.0,existing credits paid back duly till now,domestic appliances,1715.0,unknown/no savings account,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.0,car or other,26.0,none,own,1.0,skilled employee/official,1.0,,yes,1
0 <= ... < 200 DM,27.0,critical account/other credits existing,domestic appliances,2520.0,500 <= ... < 1000 DM,1 <= ... < 4 years,4.0,male : single,none,2.0,building society savings agreement/life insurance,23.0,none,own,2.0,unskilled - resident,1.0,no,yes,0
no checking account,15.0,,domestic appliances,3568.0,... < 100 DM,... >= 7 years,4.0,female : divorced/separated/married,none,2.0,car or other,,bank,rent,1.0,management/self-employed/highly qualified employee/officer,,yes,yes,1
no checking account,42.0,existing credits paid back duly till now,domestic appliances,7166.0,unknown/no savings account,4 <= ... < 7 years,2.0,male : married/widowed,none,4.0,building society savings agreement/life insurance,29.0,none,rent,1.0,,,yes,yes,1
... < 100 DM,11.0,critical account/other credits existing,car (new),3939.0,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,2.0,,40.0,none,own,2.0,unskilled - resident,2.0,no,yes,1
0 <= ... < 200 DM,15.0,existing credits paid back duly till now,education,1514.0,100 <= ... < 500 DM,1 <= ... < 4 years,4.0,male : single,guarantor,2.0,real estate,22.0,none,own,1.0,skilled employee/official,1.0,no,yes,1
no checking account,24.0,existing credits paid back duly till now,car (new),7393.0,... < 100 DM,1 <= ... < 4 years,1.0,male : single,none,,building society savings agreement/life insurance,43.0,none,own,1.0,unskilled - resident,2.0,no,yes,1
... < 100 DM,24.0,all credits at this bank paid back duly,car (new),,... < 100 DM,unemployed,1.0,female : divorced/separated/married,co-applicant,4.0,unknown/no property,29.0,none,rent,,unemployed/unskilled - non-resident,1.0,no,yes,0
... < 100 DM,60.0,existing credits paid back duly till now,others,7297.0,... < 100 DM,... >= 7 years,,male : single,co-applicant,4.0,unknown/no property,36.0,none,rent,1.0,skilled employee/official,1.0,no,yes,0
,30.0,critical account/other credits existing,,2831.0,... < 100 DM,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,2.0,car or other,,none,own,1.0,skilled employee/official,1.0,yes,yes,1
... >= 200 DM / salary for at least 1 year,24.0,,domestic appliances,,,,3.0,female : divorced/separated/married,none,,car or other,57.0,none,own,1.0,,1.0,no,yes,1
,,existing credits paid back duly till now,domestic appliances,753.0,... < 100 DM,1 <= ... < 4 years,2.0,female : divorced/separated/married,guarantor,3.0,real estate,64.0,none,own,1.0,skilled employee/official,,no,yes,1
,18.0,delay in paying off in the past,others,2427.0,,... >= 7 years,4.0,male : single,none,,building society savings agreement/life insurance,42.0,none,own,2.0,skilled employee/official,1.0,no,yes,1
no checking account,24.0,,car (new),2538.0,... < 100 DM,... >= 7 years,4.0,male : single,none,4.0,,47.0,none,,2.0,unskilled - resident,,no,yes,0
0 <= ... < 200 DM,15.0,all credits at this bank paid back duly,car (new),1264.0,,1 <= ... < 4 years,2.0,male : married/widowed,none,,building society savings agreement/life insurance,25.0,none,rent,1.0,,1.0,no,yes,0
,30.0,critical account/other credits existing,radio/television,8386.0,... < 100 DM,4 <= ... < 7 years,2.0,male : single,none,2.0,building society savings agreement/life insurance,49.0,none,own,1.0,skilled employee/official,1.0,no,yes,0
no checking account,48.0,existing credits paid back duly till now,others,4844.0,... < 100 DM,unemployed,,male : single,none,2.0,car or other,,bank,rent,1.0,management/self-employed/highly qualified employee/officer,1.0,yes,yes,0
... >= 200 DM / salary for at least 1 year,21.0,existing credits paid back duly till now,car (new),2923.0,,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,1.0,car or other,28.0,bank,,1.0,,1.0,yes,yes,1
... < 100 DM,36.0,existing credits paid back duly till now,car (used),8229.0,,,2.0,male : single,none,2.0,building society savings agreement/life insurance,26.0,,,1.0,skilled employee/official,2.0,no,yes,0
no checking account,24.0,critical account/other credits existing,radio/television,2028.0,... < 100 DM,4 <= ... < 7 years,2.0,male : single,none,2.0,building society savings agreement/life insurance,30.0,none,own,2.0,unskilled - resident,1.0,no,yes,1
... < 100 DM,15.0,critical account/other credits existing,radio/television,1433.0,... < 100 DM,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,building society savings agreement/life insurance,25.0,none,rent,,skilled employee/official,1.0,no,yes,1
... >= 200 DM / salary for at least 1 year,42.0,no credits taken/all credits paid back duly,others,6289.0,... < 100 DM,... < 1 year,,male : divorced/separated,none,,building society savings agreement/life insurance,33.0,none,own,2.0,skilled employee/official,1.0,no,yes,1
no checking account,13.0,existing credits paid back duly till now,domestic appliances,1409.0,,unemployed,2.0,female : divorced/separated/married,none,4.0,real estate,64.0,none,own,1.0,skilled employee/official,1.0,no,yes,1
... < 100 DM,24.0,,,,... < 100 DM,unemployed,4.0,male : single,,2.0,unknown/no property,29.0,none,for free,1.0,management/self-employed/highly qualified employee/officer,,yes,,1
0 <= ... < 200 DM,24.0,critical account/other credits existing,domestic appliances,1743.0,... < 100 DM,... >= 7 years,4.0,male : single,none,2.0,,48.0,none,own,2.0,unskilled - resident,1.0,no,yes,1
no checking account,12.0,critical account/other credits existing,retraining,3565.0,unknown/no savings account,... < 1 year,2.0,male : single,none,1.0,building society savings agreement/life insurance,37.0,none,own,2.0,unskilled - resident,2.0,no,yes,1
